ID_MSMLS	PRIMARY_NAME	SMILES	MOLECULAR_FORMULA	KEGG ID_CSID	CAS ID	HMDB/YMDB ID	NEUTRAL MONOISOTOPIC MOLECULAR MASS	METLIN_ID	PC_CID	PC_SID	ChEBI	id_Mzmine	score_cosine	precursor_mz	rt	intensity	GNPS_Compound_Name	LibraryName	MQScore	MZErrorPPM	SharedPeaks	Ion_Source	Instrument	Compound_Source	PI	Data_Collector	Adduct.1	Precursor_MZ.1	Library_Class	IonMode	LibraryQualityString	Compound_Name-Topk=10	NumberHits
136	UROCANATE	OC(=O)\C=C\C1=CNC=N1	C6H6N2O2	C00785	104-98-3	HMDB0000301	138.042927446	298	736715	4043	30817	7395	1	139.0509	1.72624	103479280	UROCANIC ACID	MONA.mgf	0.754299	5.92574	5	ESI	qTof	isolated	MoNA	MoNA:MoNA031976	M+H	139.05	3	positive	Bronze	UROCANIC ACID	5
137	KYNURENINE	N[C@@H](CC(=O)C1=CC=CC=C1N)C(O)=O	C10H12N2O3	C00328	2922-83-0	HMDB0000684	208.08479226	72	161166	3622	16946	7235	1	209.09311	5.02295	44238284	Kynurenine	MONA.mgf	0.98586	5.10835	8	N/A	ESI-QFT	isolated	MoNA	MoNA:VF-NPL-QEHF026525	[M+H]+	209.092	3	positive	Bronze	Kynurenine	10
138	PYROGLUTAMATE	OC(=O)[C@@H]1CCC(=O)N1	C5H7NO3	C01879	98-79-3	HMDB0000267	129.042593095	3251	7405	4992	18183	8104	0.997	130.05046	1.69271	16235706	D-Pyroglutamic acid CollisionEnergy:102040	BERKELEY-LAB.mgf	0.993143	3.40258	5	LC-ESI	Orbitrap	Commercial	Trent Northen	JGI	M+H	130.05	3	Positive	Bronze	D-Pyroglutamic acid CollisionEnergy:102040	10
139	4-ACETAMIDOBUTANOATE	CC(=O)NCCCC(O)=O	C6H11NO3	C02946	3025-96-5	HMDB0003681	145.073893223	44719	18189	5865	17645	7724	0.937	146.08176	3.28181	10670122	4-ACETAMIDOBUTANOIC ACID	MONA.mgf	0.989494	5.43162	4	ESI	Orbitrap	isolated	MoNA	MoNA:MoNA037116	M+H	146.081	3	positive	Bronze	4-ACETAMIDOBUTANOIC ACID	10
142	DOPAMINE	NCCC1=CC=C(O)C(O)=C1 (DOPAMINE)	C8H11NO2	C03758	62-31-7	HMDB0000073 (DOPAMINE)	153.078978601	64	681	24277897	18243	8350	0.999	154.08705	1.80303	45995090	Massbank:PB000480 Dopamine|4-(2-aminoethyl)benzene-1,2-diol	MASSBANK.mgf	0.91367	0.198054	5	ESI	LC-ESI-QTOF	Isolated	Putative Massbank Match	Massbank	[M+H]+	154.087	3	Positive	Bronze	Massbank:PB000480 Dopamine|4-(2-aminoethyl)benzene-1,2-diol	10
147	PHOSPHOSERINE	N[C@@H](COP(O)(O)=O)C(O)=O	C3H8NO6P	C01005	407-41-0	HMDB0000272	185.008923505	297	68841	4251	15811	9236	0.994	186.01701	0.88629	8471492	O-phospho-L-serine CollisionEnergy:102040	BERKELEY-LAB.mgf	0.980059	5.41394	4	LC-ESI	Orbitrap	Commercial	Trent Northen	JGI	M+H	186.016	3	Positive	Bronze	O-phospho-L-serine CollisionEnergy:102040	10
150	CYSTATHIONINE	N[C@@H](CCSC[C@H](N)C(O)=O)C(O)=O	C7H14N2O4S	C02291	56-88-2	HMDB0000099	222.067427636	39	439258	5347	17482	9615	1	223.07547	0.88291	24384672	CYSTATHIONINE	GNPS-MSMLS.mgf	0.98722	2.12046	7	ESI	Orbitrap	Commercial	Dorrestein	Kelly Weldon	M+H	223.075	1	Positive	Gold	CYSTATHIONINE	10
151	NORVALINE	CCC[C@@H](N)C(O)=O	C5H11NO2	C01799	760-78-1	HMDB0013716	117.078978601	85259	439575	4925	28804	10049	1	118.08704	1.30261	38757680	L-NORVALINE	GNPS-EMBL-MCF.mgf	0.987594	25.2612	3	LC-ESI	Q-Exactive Plus	Commercial standard	Alexandrov Theodore	Prasad	M+H	118.09	1	Positive	Gold	L-NORVALINE	10
156	ARGININE	N[C@@H](CCCN=C(N)N)C(O)=O (ARGININE)	C6H14N4O2	C00062	74-79-3	HMDB0000517 (ARGININE)	174.111675712	13	6322	24890944	16467	10834	1	175.11958	0.88389	49650588	Massbank:PB000420 Arginine|2-amino-5-(diaminomethylideneamino)pentanoic acid	MASSBANK.mgf	0.963253	2.17833	6	ESI	LC-ESI-QTOF	Isolated	Putative Massbank Match	Massbank	[M+H]+	175.12	3	Positive	Bronze	Massbank:PB000420 Arginine|2-amino-5-(diaminomethylideneamino)pentanoic acid	10
157	TRANS-4-HYDROXY-L-PROLINE	O[C@H]1CN[C@@H](C1)C(O)=O	C5H9NO3	C01157	51-35-4	HMDB0006055	131.058243159	257	5810	24895700	18095	11126	1	132.06613	0.93409	51403390	4-HYDROXYPROLINE	MONA.mgf	0.986188	0.231078	3	ESI	Orbitrap	isolated	MoNA	MoNA:MoNA037131	M+H	132.066	3	positive	Bronze	4-HYDROXYPROLINE	10
160	N-METHYLGLUTAMATE	CNC(CCC(=O)O)C(=O)O	C6H11NO4	C01046	6753-62-4	HMDB0062660	161.068809	63297	439377	24896898	16440	11512	1	162.07664	1.00934	16221839	N_METHYLGLUTAMATE	GNPS-LIBRARY.mgf	0.934822	4.04827	5	ESI	Orbitrap	Commercial	Aron	David Hattan	M+H	162.076	1	Positive	Gold	N_METHYLGLUTAMATE	10
162	XANTHOSINE	OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)N1C=NC2=C1N=C(O)N=C2O (XANTHOSINE)	C10H12N4O6	C01762	146-80-5	HMDB0000299 (XANTHOSINE)	284.075684136	3408	64959	24902123	18107	12575	1	285.08411	5.68945	7008694.5	XANTHOSINE	MONA.mgf	0.988688	4.06783	10	ESI	Orbitrap	isolated	MoNA	MoNA:MoNA037136	M+H	285.083	3	positive	Bronze	XANTHOSINE	10
164	THYROTROPIN_RELEASING_HORMONE	[H][C@@](CC1=CN=CN1)(NC(=O)[C@]1([H])CCC(=O)N1)C(=O)N1CCC[C@@]1([H])C(N)=O	C16H22N6O4	C03958	NA	HMDB0060080	362.170254	44807	638678	6679	35940	12743	0.983	363.17868	3.4947	39115656	THYROTROPIN RELEASING HORMONE	GNPS-LIBRARY.mgf	0.986313	1.93267	12	ESI	Orbitrap	Commercial	Aron	David Hattan	M+H	363.178	1	Positive	Gold	THYROTROPIN RELEASING HORMONE	10
170	N-ACETYLASPARAGINE	CC(=O)N[C@@H](CC(N)=O)C(O)=O	C6H10N2O4	CSID15903808	4033-40-3	HMDB0006028	174.064056818	NA	99715	348276809	NA	13226	1	175.07198	1.2941	5214905	N-ALPHA-ACETYL-ASPARAGINE	MONA.mgf	0.877119	5.75241	7	ESI	Orbitrap	isolated	MoNA	MoNA:MoNA037141	M+H	175.071	3	positive	Bronze	N-ALPHA-ACETYL-ASPARAGINE	10
171	PIPECOLATE	OC(=O)[C@@H]1CCCCN1	C6H11NO2	C00408	3105-95-1	HMDB0000716	129.078978601	63100	439227	3698	30913	13183	0.998	130.08644	1.34533	102570010	PIPECOLIC ACID	MONA.mgf	0.991018	3.28434	3	ESI	Orbitrap	isolated	MoNA	MoNA:MoNA038538	M+H	130.086	3	positive	Bronze	PIPECOLIC ACID	10
172	GLUCOSE_6-PHOSPHATE	OC1O[C@H](COP(O)(O)=O)[C@@H](O)[C@H](O)[C@H]1O (GLUCOSE 6-PHOSPHATE)	C6H13O9P	C00092	56-73-5	HMDB0001401 (GLUCOSE 6-PHOSPHATE)	260.029718526	145	5958	24895260	4170	13445	1	261.03806	0.89564	719028.3	Glucose 6-phosphate - 40.0 eV	BIRMINGHAM-UHPLC-MS-POS.mgf	0.971985	3.74109	8	ESI	Orbitrap	Isolated	PI	Data Collector	Unknown	261.037	1	Positive	Gold	Glucose 6-phosphate - 40.0 eV	10
173	NADP	NC(=O)C1=C[N+](=CC=C1)[C@@H]1O[C@H](COP([O-])(=O)OP(O)(=O)OC[C@H]2O[C@H]([C@H](OP(O)(O)=O)[C@@H]2O)N2C=NC3=C2N=CN=C3N)[C@@H](O)[C@H]1O (NADP)	C21H28N7O17P3	C00006	53-59-8	HMDB0000217 (NADP)	743.07545	102	5886	24897427	44409	13727	1	744.08569	1.62988	532134.9	NADP+ CollisionEnergy:102040	BERKELEY-LAB.mgf	0.904481	3.52718	11	LC-ESI	Orbitrap	Commercial	Trent Northen	JGI	M	744.083	3	Positive	Bronze	NADP+ CollisionEnergy:102040	10
182	N-ACETYLASPARTATE	CC(=O)N[C@@H](CC(O)=O)C(O)=O	C6H9NO5	C01042	997-55-7	HMDB0000812	175.048072403	3769	65065	348274831	21547	14685	1	176.05594	1.51016	8890466	Candidate Aspartic acid-C2:0 (delta mass:42.0106)	GNPS-N-ACYL-LIPIDS-MASSQL.mgf	0.969789	5.46025	8	LC-ESI	Orbitrap	Crude	Pieter Dorrestein	helenamrusso	M+H	176.055	4	Positive	Insilico	Candidate Aspartic acid-C2:0 (delta mass:42.0106)	10
185	NORSPERMIDINE	NCCCNCCCN	C6H17N3	C03375	56-18-8	HMDB0011634	131.142247559	24057	5942	24895916	16841	15131	0.921	132.15016	0.8933	38408796	BIS(3-AMINOPROPYL)AMINE	MONA.mgf	0.899118	1.27012	4	ESI	qTof	isolated	MoNA	MoNA:MoNA032046	M+H	132.15	3	positive	Bronze	BIS(3-AMINOPROPYL)AMINE	6
189	GLUCOSAMINATE	C(C(C(C(C(C(=O)O)N)O)O)O)O	C6H13NO6	C03752	3646-68-2	-	195.074289	3334	73563	6511	17784	14892	1	196.08223	0.8904	36416464	GLUCOSAMINATE	GNPS-LIBRARY.mgf	0.965548	1.55637	8	ESI	Orbitrap	Commercial	Aron	David Hattan	M+H	196.082	1	Positive	Gold	GLUCOSAMINATE	10
195	ADENOSINE-2',3'-CYCLIC-PHOSPHATE	NC1=NC=NC2=C1N=CN2C1OC(CO)C2OP(O)(=O)OC12  (2',3'-CAMP)	C10H12N5O6P	C02353	634-01-5	HMDB0011616 (2',3'-CAMP)	329.052519653	3459	2024	24891439	27844	96	0.996	330.05981	2.35576	13453396	Spectral Match to Adenosine 2',3'-cyclic monophosphate from NIST14	GNPS-NIST14-MATCHES.mgf	0.986493	0.184921	8	ESI	HCD	Isolated	Data from Pieter Dorrestein	Data deposited by lfnothias	M+H	330.06	3	Positive	Bronze	Spectral Match to Adenosine 2',3'-cyclic monophosphate from NIST14	10
196	MEVALOLACTONE	C[C@]1(O)CCOC(=O)C1	C6H10O3	CSID9999	503-48-0	HMDB0006024	130.062994186	44780	5325923	NA	NA	1353	0.942	131.07059	3.09177	8940831	DL-Mevalonic acid lactone CollisionEnergy:102040	BERKELEY-LAB.mgf	0.92867	4.30743	5	LC-ESI	Orbitrap	Commercial	Trent Northen	JGI	M+H	131.07	3	Positive	Bronze	DL-Mevalonic acid lactone CollisionEnergy:102040	8
201	O-ACETYLCARNITINE	CC(=O)OC(CC([O-])=O)C[N+](C)(C)C (O-ACETYLCARNITINE)	C9H17NO4	C02571	3040-38-8	HMDB0000201 (O-ACETYLCARNITINE)	204.123583	956	439756	24891132	15960	1305	0.999	204.12277	1.55531	35629290	ACETYL-CARNITINE	MONA.mgf	0.980996	0.822282	5	ESI	Orbitrap	isolated	MoNA	MoNA:MoNA037081	M+H	204.123	3	positive	Bronze	ACETYL-CARNITINE	10
208	N,N,N-TRIMETHYLLYSINE	C[N+](C)(C)CCCC[C@H](N)C([O-])=O (N,N,N-TRIMETHYLLYSINE)	C9H20N2O2	C03793	19253-88-4	HMDB0001325 (N,N,N-TRIMETHYLLYSINE)	188.152477894	44794	440120	24899984	17311	3021	1	189.16006	0.87431	47868260	"""NEPSILON,NEPSILON,NEPSILON-TRIMETHYLLYSINE"""	MONA.mgf	0.99168	0.161332	7	ESI	Orbitrap	isolated	MoNA	MoNA:MoNA037155	M+H	189.16	3	positive	Bronze	"""NEPSILON,NEPSILON,NEPSILON-TRIMETHYLLYSINE"""	10
212	PYRIDOXAL-PHOSPHATE	CC1=NC=C(COP(O)(O)=O)C(C=O)=C1O (PLP)	C8H10NO6P	C00018	54-47-7	HMDB0001491 (PLP)	247.024573569	235	1051	24899020	18405	3115	0.997	248.03204	1.58677	6725683.5	PYRIDOXAL_PHOSPHATE	GNPS-LIBRARY.mgf	0.975506	0.246078	8	ESI	Orbitrap	Commercial	Aron	David Hattan	M+H	248.032	1	Positive	Gold	PYRIDOXAL_PHOSPHATE	10
214	PHOSPHOENOLPYRUVATE	OC(=O)C(=C)OP(O)(O)=O (PHOSPHOENOLPYRUVATE)	C3H5O6P	C00074	138-08-9	HMDB0000263 (PHOSPHOENOLPYRUVATE)	167.982374404	152	1005	24898822	44897	3846	0.993	168.98979	1.00089	940895.7	PHOSPHO(ENOL)PYRUVIC ACID - 50.0 eV	GNPS-LIBRARY.mgf	0.836766	1.35441	3	ESI	Orbitrap	Isolated	Madeleine Ernst	Anna Abrahamsson	M+H	168.99	1	Positive	Gold	PHOSPHO(ENOL)PYRUVIC ACID - 50.0 eV	4
217	L-CARNITINE	C[N+](C)(C)C[C@H](O)CC([O-])=O (L-CARNITINE)	C7H15NO3	C00318	541-15-1	HMDB0000062 (L-CARNITINE)	161.105193	52	10917	24892246	16347	3940	0.999	162.11253	1.00823	68168024	L-CARNITINE	GNPS-MSMLS.mgf	0.97729	3.48262	5	ESI	Orbitrap	Commercial	Dorrestein	Kelly Weldon	M+H	162.112	1	Positive	Gold	L-CARNITINE	10
219	O-ACETYLSERINE	CC(=O)OC[C@H](N)C(O)=O (O-ACETYLSERINE)	C5H9NO4	C00979	5147-00-2	HMDB0003011 (O-ACETYLSERINE)	147.053157781	3270	99478	24891072	17981	4417	0.959	148.06058	1.00854	284281.06	O-ACETYL-SERINE	MONA.mgf	0.964214	3.91621	5	ESI	Orbitrap	isolated	MoNA	MoNA:MoNA037157	M+H	148.06	3	positive	Bronze	O-ACETYL-SERINE	10
220	CYTIDINE-MONOPHOSPHATE	NC1=NC(=O)N(C=C1)[C@@H]1O[C@H](COP(O)(O)=O)[C@@H](O)[C@H]1O	C9H14N3O8P	C00055	63-37-6	HMDB0000095	323.051850951	3452	6131	24892358	17361	4911	1	324.05951	1.23562	12869956	3'-CMP	MONA.mgf	0.99134	1.41259	3	ESI	Orbitrap	isolated	MoNA	MoNA:MoNA037163	M+H	324.059	3	positive	Bronze	3'-CMP	10
221	GUANOSINE-DIPHOSPHATE-MANNOSE	NC1=NC2=C(N=CN2[C@@H]2O[C@H](COP(O)(=O)OP(O)(=O)O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)C(=O)N1 (GUANOSINE DIPHOSPHATE MANNOSE)	C16H25N5O16P2	C00096	3123-67-9	HMDB0001163 (GUANOSINE DIPHOSPHATE MANNOSE)	605.077152801	3674	18396	24895196	15820	5096	0.983	606.08502	1.33811	2980555.8	GDP-D-mannose CollisionEnergy:102040	BERKELEY-LAB.mgf	0.967463	1.10775	5	LC-ESI	Orbitrap	Commercial	Trent Northen	JGI	M+H	606.084	3	Positive	Bronze	GDP-D-mannose CollisionEnergy:102040	10
224	ADENOSINE-3',5'-DIPHOSPHATE	NC1=C2N=CN([C@@H]3O[C@H](COP(O)(O)=O)[C@@H](OP(O)(O)=O)[C@H]3O)C2=NC=N1 (ADENOSINE 3',5'-DIPHOSPHATE)	C10H15N5O10P2	C00054	1053-73-2	HMDB0000061 (ADENOSINE 3',5'-DIPHOSPHATE)	427.029414749	3533	159296	24891020	17985	5260	1	428.03683	1.32083	3931383.2	"""ADENOSINE 3',5'-DIPHOSPHATE"""	GNPS-MSMLS.mgf	0.9693	0.499076	6	ESI	Orbitrap	Commercial	Dorrestein	Kelly Weldon	M+H	428.037	1	Positive	Gold	"""ADENOSINE 3',5'-DIPHOSPHATE"""	10
225	3-NITRO-L-TYROSINE	C1=CC(=C(C=C1CC(C(=O)O)N)[N+](=O)[O-])O	C9H10N2O5	CSID58633	621-44-3	-	226.058972	6383	65124	24897825	44454	6098	1	227.06647	5.97539	82262080	3_NITRO_L_TYROSINE	GNPS-LIBRARY.mgf	0.980214	1.94879	9	ESI	Orbitrap	Commercial	Aron	David Hattan	M+H	227.066	1	Positive	Gold	3_NITRO_L_TYROSINE	10
226	P-OCTOPAMINE	NC[C@H](O)C1=CC=C(O)C=C1 (P-OCTOPAMINE)	C8H11NO2	C04227	104-14-3	HMDB0004825 (P-OCTOPAMINE)	153.078978601	61	440266	24277791	44715	5943	1	154.08615	1.35188	5272091	OCTOPAMINE	MONA.mgf	0.870337	1.48542	5	ESI	qTof	isolated	MoNA	MoNA:MoNA032077	M+H	154.086	3	positive	Bronze	OCTOPAMINE	9
227	N-ALPHA-ACETYLLYSINE	CC(=O)NC(CCCCN)C(O)=O	C8H16N2O3	C12989	1946-82-3	HMDB0000446	188.116092388	5435	92907	24890614	35704	6001	1	189.12338	1.1899	76543370	N_ALPHA_ACETYLLYSINE	GNPS-LIBRARY.mgf	0.975257	2.58182	7	ESI	Orbitrap	Commercial	Aron	David Hattan	M+H	189.123	1	Positive	Gold	N_ALPHA_ACETYLLYSINE	10
230	PYRIDOXAMINE	CC1=C(O)C(CN)=C(CO)C=N1 (PYRIDOXAMINE)	C8H12N2O2	C00534	85-87-0	HMDB0001431 (PYRIDOXAMINE)	168.089877638	238	1052	329820346	16410	6387	0.999	169.09717	0.92632	33836344	PYRIDOXAMINE - 70.0 eV	GNPS-LIBRARY.mgf	0.853836	1.08284	5	ESI	Orbitrap	Isolated	Madeleine Ernst	Anna Abrahamsson	M+H	169.097	1	Positive	Gold	PYRIDOXAMINE - 70.0 eV	5
231	5-AMINOLEVULINATE	NCC(=O)CCC(O)=O (5-AMINOLEVULINATE)	C5H9NO3	C00430	106-60-5	HMDB0001149 (5-AMINOLEVULINATE)	131.058243159	75	137	329748571	17549	7137	1	132.06566	0.98055	30434858	5-AMINOLEVULINIC ACID - 70.0 eV	GNPS-LIBRARY.mgf	0.870845	2.54186	4	ESI	Orbitrap	Isolated	Madeleine Ernst	Anna Abrahamsson	M+H	132.066	1	Positive	Gold	5-AMINOLEVULINIC ACID - 70.0 eV	10
232	DEOXYURIDINE-MONOPHOSPHATE	O[C@H]1C[C@@H](O[C@@H]1COP(O)(O)=O)N1C=CC(=O)NC1=O (dUMP)	C9H13N2O8P	C00365	964-26-1	HMDB0001409 (dUMP)	308.040951914	3440	65063	24893787	17622	7519	1	309.04819	1.65977	3191857.5	2'-DEOXYURIDINE 5'-MONOPHOSPHATE	MONA.mgf	0.982654	0.691229	3	ESI	Orbitrap	isolated	MoNA	MoNA:MoNA037180	M+H	309.048	3	positive	Bronze	2'-DEOXYURIDINE 5'-MONOPHOSPHATE	7
233	5'-DEOXYADENOSINE	C[C@H]1O[C@H]([C@H](O)[C@@H]1O)N1C=NC2=C(N)N=CN=C12	C10H13N5O3	C05198	4754-39-6	HMDB0001983	251.101839307	63895	439182	24893539	17319	7670	1	252.10939	5.75813	20732464	5'-deoxyadenosine CollisionEnergy:205060	BERKELEY-LAB.mgf	0.985489	1.63416	3	LC-ESI	Orbitrap	Commercial	Trent Northen	JGI	M+H	252.109	3	Positive	Bronze	5'-deoxyadenosine CollisionEnergy:205060	10
235	XANTHOSINE-MONOPHOSPHATE	O[C@@H]1[C@@H](COP(O)(O)=O)O[C@H]([C@@H]1O)N1C=NC2=C1NC(=O)NC2=O (XANTHOSINE-MONOPHOSPHATE)	C10H13N4O9P	C00655	523-98-8	HMDB0001554 (XANTHOSINE-MONOPHOSPHATE)	364.042019	3505	73323	3925 (XANTHOSINE-MONOPHOSPHATE)	15652	7894	1	365.04968	1.49093	2953597.8	5'-xanthylic acid - 40.0 eV	BIRMINGHAM-UHPLC-MS-POS.mgf	0.962602	1.00318	7	ESI	Orbitrap	Isolated	PI	Data Collector	M+H	365.05	1	Positive	Gold	5'-xanthylic acid - 40.0 eV	10
237	DEOXYGUANOSINE	NC1=NC2=C(N=CN2[C@H]2C[C@H](O)[C@@H](CO)O2)C(=O)N1 (DEOXYGUANOSINE)	C10H13N5O4	C00330	961-07-9	HMDB0000085 (DEOXYGUANOSINE)	267.096753929	3395	187790	24894083	17172	8000	1	268.1041	5.49172	6403720.5	DEOXYGUANOSINE	GNPS-LIBRARY.mgf	0.985227	0.45531	8	ESI	Orbitrap	Commercial	Aron	David Hattan	M+H	268.104	1	Positive	Gold	DEOXYGUANOSINE	10
238	OROTATE	OC(=O)C1=CC(=O)NC(=O)N1 (OROTATE)	C5H4N2O4	C00295	65-86-1	HMDB0000226 (OROTATE)	156.017106626	318	967	24898059	16742	8071	1	157.02435	1.42539	1052175.8	OROTATE	GNPS-LIBRARY.mgf	0.94452	2.81807	5	ESI	Orbitrap	Commercial	Aron	David Hattan	M+H	157.024	1	Positive	Gold	OROTATE	5
241	SPERMINE	NCCCNCCCCNCCCN (SPERMINE)	C10H26N4	C00750	71-44-3	HMDB0001256 (SPERMINE)	202.215746852	255	1103	57653056	15746	8557	1	203.22316	0.82093	1196676.6	SPERMINE	MONA.mgf	0.98711	0.450504	5	ESI	Orbitrap	isolated	MoNA	MoNA:MoNA037184	M+H	203.223	3	positive	Bronze	SPERMINE	10
242	N-ACETYLMETHIONINE	CC(=O)NC(CCSC)C(=O)O	C7H13NO3S	C02712	65-82-7	HMDB0011745	191.061613977	62466	448580	24890587	21557	8844	0.999	192.06908	6.69447	29469500	N-Acetyl-DL-methionine CollisionEnergy:102040	BERKELEY-LAB.mgf	0.991186	0.714999	8	LC-ESI	Orbitrap	Commercial	Trent Northen	JGI	M+H	192.069	3	Positive	Bronze	N-Acetyl-DL-methionine CollisionEnergy:102040	10
245	AICAR	NC(=O)C1=C(N)N(C=N1)[C@@H]1O[C@H](COP(O)(O)=O)[C@@H](O)[C@H]1O (AICAR)	C9H15N4O8P	C04677	3031-94-5	HMDB0001517 (AICAR)	338.062749988	3474	65110	24890538	18406	9730	1	339.07001	1.4528	7203683.5	AICAR	GNPS-MSMLS.mgf	0.971704	0.270011	11	ESI	Orbitrap	Commercial	Dorrestein	Kelly Weldon	M+H	339.07	1	Positive	Gold	AICAR	10
246	URIDINE-DIPHOSPHATE-N-ACETYLGALACTOSAMINE	CC(O)=NC1C(OP(O)(=O)OP(O)(=O)OCC2OC(C(O)C2O)N2C=CC(O)=NC2=O)OC(CO)C(O)C1O (URIDINE DIPHOSPHATE-N-ACETYLGALACTOSAMINE)	C17H27N3O17P2	C00203	7277-98-7	HMDB0000304 (URIDINE DIPHOSPHATE-N-ACETYLGALACTOSAMINE)	607.081569477	3675	1167	24900653	67168	10490	0.999	608.08905	1.04812	1940075.2	URIDINE 5'-DIPHOSPHO-N-ACETYLGALACTOSAMINE	MONA.mgf	0.906848	0.100372	8	ESI	Orbitrap	isolated	MoNA	MoNA:MoNA038573	M+H	608.089	3	positive	Bronze	URIDINE 5'-DIPHOSPHO-N-ACETYLGALACTOSAMINE	10
248	CYCLIC-GMP	NC1=NC2=C(N=CN2[C@@H]2O[C@@H]3COP(O)(=O)O[C@H]3[C@H]2O)C(=O)N1 (CYCLIC GMP)	C10H12N5O7P	C00942	7665-99-8	HMDB0001314 (CYCLIC GMP)	345.047434275	3485	24316	24895245	16356	9813	0.998	346.0553	5.22462	10157296	CYCLIC GMP	GNPS-MSMLS.mgf	0.971843	0.440935	5	ESI	Orbitrap	Commercial	Dorrestein	Kelly Weldon	M+H	346.055	1	Positive	Gold	CYCLIC GMP	10
249	HOMOCYSTEINE-THIOLACTONE	NC1CCSC1=O (HOMOCYSTEINE THIOLACTONE)	C4H7NOS	CSID96881	3622-59-1	HMDB0002287 (HOMOCYSTEINE THIOLACTONE)	117.024834541	6594	107712	24895745	60315	10324	0.999	118.03259	1.10563	20776136	DL-Homocysteine thiolactone	MSNLIB-POSITIVE.mgf	0.948443	4.78324	3	ESI	Orbitrap	Crude	Tomas Pluskal	Corinna Brungs	[M+H]+	118.032	1	Positive	Gold	DL-Homocysteine thiolactone	10
250	O-PHOSPHOSERINE	NC(COP(O)(O)=O)C(O)=O	C3H8NO6P	C01005	17885-08-4	HMDB0001721	185.008923505	297	68841	57652815	15811	10096	1	186.01627	0.87014	10718550	O-phospho-L-serine CollisionEnergy:102040	BERKELEY-LAB.mgf	0.982325	1.31247	3	LC-ESI	Orbitrap	Commercial	Trent Northen	JGI	M+H	186.016	3	Positive	Bronze	O-phospho-L-serine CollisionEnergy:102040	10
251	S-ADENOSYLHOMOCYSTEINE	N[C@@H](CCSC[C@H]1O[C@H]([C@H](O)[C@@H]1O)N1C=NC2=C(N)N=CN=C12)C(O)=O	C14H20N6O5S	C00021	979-92-0	HMDB0000939	384.12158847	296	439155	24891441	16680	10278	1	385.12845	3.27686	7797015.5	ReSpect:PT103360 S-Adenosyl-L-homocysteine|AdoHcy|S-Adenosylhomocysteine|5'-Deoxy-S-adenosyl-L-homocysteine|S-(5'-Deoxyadenosine-5')-L-homocysteine|Formycinylhomocysteine|(2S)-2-amino-4-[[(2S,3S,4R,5R)-5-(6-aminopurin	RESPECT.mgf	0.982041	1.42632	4	ESI	LC-Q-TOF/MS	Isolated	Putative ReSpect Match	ReSpect	[M+H]	385.129	3	Positive	Bronze	ReSpect:PT103360 S-Adenosyl-L-homocysteine|AdoHcy|S-Adenosylhomocysteine|5'-Deoxy-S-adenosyl-L-homocysteine|S-(5'-Deoxyadenosine-5')-L-homocysteine|Formycinylhomocysteine|(2S)-2-amino-4-[[(2S,3S,4R,5R)-5-(6-aminopurin	10
254	NORMETANEPHRINE	COC1=CC(=CC=C1O)C(O)CN (NORMETANEPHRINE)	C9H13NO3	C05589	97-31-4	HMDB0000819 (NORMETANEPHRINE)	183.089543287	66	1237	24277786	1443087	11913	1	184.09682	1.56188	4961668.5	NORMETANEPHRINE	MONA.mgf	0.892158	0.497307	7	ESI	qTof	isolated	MoNA	MoNA:MoNA032175	M+H	184.097	3	positive	Bronze	NORMETANEPHRINE	2
255	URIDINE-DIPHOSPHATE-N-ACETYLGLUCOSAMINE	CC(=O)N[C@@H]1[C@@H](O)[C@H](O)[C@@H](CO)O[C@@H]1OP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)N1C=CC(=O)NC1=O (URIDINE DIPHOSPHATE-N-ACETYLGLUCOSAMINE)	C17H27N3O17P2	C00043	528-04-1	HMDB0000290 (URIDINE DIPHOSPHATE-N-ACETYLGLUCOSAMINE)	607.081569477	41549	445675	24900646	16264	11291	1	608.08875	1.07457	1576512.4	URIDINE 5'-DIPHOSPHO-N-ACETYLGLUCOSAMINE	MONA.mgf	0.953059	0.401488	11	ESI	Orbitrap	isolated	MoNA	MoNA:MoNA038579	M+H	608.089	3	positive	Bronze	URIDINE 5'-DIPHOSPHO-N-ACETYLGLUCOSAMINE	10
